University,Faculty name,Year of BS,University BS,State BS,Country BS,Category US BS,Year of MS,University MS,State MS,Country MS,Category US MS,Year of Phd,University Phd,State Phd,Country Phd,Category US Phd,Year of PostDoc,University PostDoc,State PostDoc,Country PostDoc,Category US PstDoc,Year Asst. Prof,Area,Category Area,University Asst. Prof,Category University (Rank),Citation,,,,,,RAW Data,RAW Data,RAW Data,RAW Data,RAW Data,,,,,
University of Pennsylvania,Stella Yu,,,,,0,, Urbana-Champaign ,,Champaign,0,, Urbana-Champaign ,,Champaign,0,,,,,0,,,,,2,,,,,,,,,,https://www.seas.upenn.edu/directory/profile.php?ID=327,,,,,,
University of Pennsylvania,Stephan A. Zdancewic,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,Research Expertise:; Programming Languages | Security,,https://www.seas.upenn.edu/directory/profile.php?ID=108,,,,,,
University of Pennsylvania,Stephanie Weirich,,Rice University - USA,,USA,1,,Cornell University - USA,NY,USA,1,,Cornell University - USA,NY,USA,1,,,,,0,2002,Programming Languages,,,2,,,,,,,,Research Expertise:; Programming Languages | logic,,https://www.seas.upenn.edu/directory/profile.php?ID=103,,,,,,
University of Pennsylvania,Stephen Lane,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,https://www.seas.upenn.edu/directory/profile.php?ID=325,,,,,,
University of Pennsylvania,Susan B. Davidson,1978,Cornell University - USA,NY,USA,1,1980,Princeton University - USA,NJ,USA,1,1982,Princeton University - USA,NJ,USA,1,,University of Pennsylvania - USA,Pennsylvania,USA,1,1998,Databases,5,,2,,,,,,,,Research Expertise:; Databases,"Education: 
PhD Computer Science 1982 - Princeton University 
 MSE Computer Science 1980 - Princeton University 
 MA. Computer Science 1980 - Princeton University 
 BA Mathematics 1978 - Cornell University",https://www.seas.upenn.edu/directory/profile.php?ID=21,,,,,,
University of Pennsylvania,Swapneel Sheth,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,https://www.seas.upenn.edu/directory/profile.php?ID=328,,,,,,
University of Pennsylvania,Thomas Farmer,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,https://www.seas.upenn.edu/directory/profile.php?ID=284,,,,,,
University of Pennsylvania,Val B. Tannen,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,https://www.seas.upenn.edu/directory/profile.php?ID=93,,,,,,
University of Pennsylvania,Vijay Kumar,,,,,0,,,,,0,1987,The Ohio State University,,,0,,,,,0,,,,,2,,,,,,,,Research Expertise:; Control Systems | Robotics | Mechanical Systems,"Education: 
Ph.D. Mechanical Engineering - The Ohio State University - 1987",https://www.seas.upenn.edu/directory/profile.php?ID=51,,,,,,
University of Pennsylvania,Vincent Liu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,Research Expertise:; Distributed Systems | Computer Networks,,https://www.seas.upenn.edu/directory/profile.php?ID=228,,,,,,
University of Pennsylvania,Yasmin Kafai,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,https://www.seas.upenn.edu/directory/profile.php?ID=172,,,,,,
University of Pennsylvania,Yoseph Barash,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,https://www.seas.upenn.edu/directory/profile.php?ID=310,,,,,,
University of Pennsylvania,Zachary G. Ives,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,Research Expertise:; Databases | Distributed Systems,,https://www.seas.upenn.edu/directory/profile.php?ID=39,,,,,,
Purdue University,Alex Pothen,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Professor,,,,,,,,,
Purdue University,Alex Psomas,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,,,,,
Purdue University,Ananth Grama,,Indian Institute of Technology - Roorkee - India,,Roorkee - India,0,,Wayne State University - USA,,USA,1,,University of Minnesota - Twin Cities - USA,,Twin Cities - USA,1,,,,,0,1996,Distributed & Parallel Computing,,,2,,,,,,,Samuel D. Conte Professor of Computer Science,Joined department: 1996,,,"Education
BE, University of Roorkee, Computer Science and Technology (1989) 
MS, Wayne State University, Computer Engineering (1990) 
PhD, University of Minnesota, Computer Science (1996)",https://www.cs.purdue.edu/people/faculty/ayg/,,,,
Purdue University,Aniket Kate,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor,Joined department: Fall 2015,,,,https://www.cs.purdue.edu/people/faculty/akate/,,,,
Purdue University,Antonio Bianchi,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,https://www.cs.purdue.edu/people/faculty/antoniob/,,,,
Purdue University,Bedrich Benes,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,George W. McNelly Professor of Technology and Professor of Computer Science,Professor of Computer Science,,,"Education
PhD, Czech Technical University in Prague, Computer Science (1998) 
MS, Czech Technical University in Prague, Computer Science (1991)",https://www.cs.purdue.edu/people/faculty/bbenes/,,,,
Purdue University,Benjamin J. Delaware,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,Joined department: Fall 2016,,,"Education
Ph.D., The University of Texas at Austin, Computer Science (2013) 
MSc, Washington University in St. Louis, Computer Science (2007) 
B.S., Truman State University, Computer Science (2005)",https://www.cs.purdue.edu/people/faculty/bendy/,,,,
Purdue University,Berkay Celik,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,Joined department: Fall 2019,,,"Education
Ph.D., Pennsylvania State University, Computer Science and Engineering (2019)",https://www.cs.purdue.edu/people/faculty/zcelik/,,,,
Purdue University,Bharat Bhargava,,Punjab University & Indian Institute of Science - India,,India,0,,,,,0,,Purdue University - USA,,USA,1,,,,,0,1984,Security & Privacy,,,2,,,,,,,Professor,Professor of Electrical and Computer Engineering (courtesy),,,"Education
BS, Punjab University, Mathematics (Honors) (1966) 
BE, Indian Institute of Science, Electrical and Computer Engineering (with distinction) (1969) 
PhD, Purdue University, Electrical Engineering (1974)",https://www.cs.purdue.edu/people/faculty/bbshail/,,,,
Purdue University,Bruno Ribeiro,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,,,,,
Purdue University,Byoungyoung Lee,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor (on leave 2019-20),On Leave 2019-2020,,,,https://www.cs.purdue.edu/people/faculty/lee2526/,,,,
Purdue University,Changhee Jung,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor,Joined department: Fall 2019,,,"Education
PhD, Georgia Institute of Technology, Computer Science (2013)",https://www.cs.purdue.edu/people/faculty/chjung/,,,,
Purdue University,Christina Garman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,Joined department: Spring 2018,,,"Education
Bachelor of Science, Bucknell University, Computer Science and Engineering (2011) 
Bachelor of Arts, Bucknell University, Mathematics (2011) 
Master of Science in Engineering, Johns Hopkins University, Computer Science (2013) 
Doctor of Philosophy, Johns Hopkins University, Computer Science (2017)",https://www.cs.purdue.edu/people/faculty/clg/,,,,
Purdue University,Christoph M. Hoffmann,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Professor,"Codirector, PLM Center of Excellence",,,"Education
PhD, University of Wisconsin, (1974)",https://www.cs.purdue.edu/people/faculty/cmh/,,,,
Purdue University,Christopher W. Clifton,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Professor,Joined department: Fall 2001,,,"Education
PhD, Princeton University, Computer Science (1991) 
MA, Princeton University, Computer Science (1988) 
BS, Massachusetts Institute of Technology, Computer Science and Engineering (1986) 
MS, Massachusetts Institute of Technology, Electrical Engineering and Computer Science (1986)",https://www.cs.purdue.edu/people/faculty/clifton/,,,,
Purdue University,Chunyi Peng,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor,,,,,,,,,
Purdue University,Daisuke Kihara,,University of Tokyo - Japan,,Japan,0,,Kyoto University - Japan,,Japan,0,,Kyoto University - Japan,,Japan,0,,,,,0,2003,Bioinformatics & Computational Biology,,,2,,,,,,,Professor,Professor of Computer Science,,,"Education
BS, University of Tokyo, Biochemistry (1994) 
MS, Kyoto University, Bioinformatics (1996) 
PhD, Kyoto University, Bioinformatics (1999)",https://www.cs.purdue.edu/people/faculty/dkihara/,,,,
Purdue University,Dan Goldwasser,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,Joined department: 2014,,,"Education
PhD, University of Illinois, (2012)",https://www.cs.purdue.edu/people/faculty/dgoldwas/,,,,
Purdue University,Daniel G. Aliaga,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor,Joined department: Fall 2003,,,"Education
BS, Honors, Magna Cum Laude,, Brown University, Computer Science (1991) 
MS, University of North Carolina at Chapel Hill, Computer Science (1993) 
PhD, University of North Carolina at Chapel Hill, Computer Science (1999)",https://www.cs.purdue.edu/people/faculty/aliaga/,,,,
Purdue University,Dave Tian,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,,,,,
Purdue University,David Gleich,,Harvey Mudd College - USA,,USA,1,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,,,,0,2011,Algorithms & Theory,2,,2,,,,,,,Jyoti and Aditya Mathur Associate Professor of Computer Science,Joined department: Fall 2011,,,"Education
Ph.D., Stanford University, Computational and Mathematical Engineering (2009) 
M.S., Stanford University, Computational and Mathematical Engineering (2006) 
B.S., Harvey Mudd College, Computer Science and Mathematics (2004)",https://www.cs.purdue.edu/people/faculty/dgleich/,,,,
Purdue University,Dongyan Xu,,Zhongshan University - China,,China,0,,,,,0,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,,,,0,2001,Distributed & Parallel Computing,,,2,,,,,,,Samuel D. Conte Professor of Computer Science,,,,,,,,,
Purdue University,Douglas E. Comer,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Distinguished Professor,Professor of Electrical and Computer Engineering (courtesy),,,"Education
BS, Houghton College, Mathematics and Physics (1971) 
PhD, The Pennsylvania State University, Computer Science (1976)",https://www.cs.purdue.edu/people/faculty/comer/,,,,
Purdue University,Elena Grigorescu,,Bard College - USA,NY,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Georgia Institute of Technology - USA,Atlanta,USA,1,2012,Algorithms & Theory,2,,2,,,,,,,Associate Professor,Joined department: Fall 2012,,,,https://www.cs.purdue.edu/people/faculty/egrigore/,,,,
Purdue University,Elisa Bertino,,,,,0,,,,,0,,University of Pisa - Italy,,Italy,0,,,,,0,2004,Security & Privacy,,,2,,,,,,,Samuel D. Conte Professor of Computer Science,Joined department: 2004,,,"Education
Dr., University of Pisa, Computer Science (1980)",https://www.cs.purdue.edu/people/faculty/bertino/,,,,
Purdue University,Elisha Sacks,,Carnegie Mellon University - USA,PA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,1994,Scientific Computing,,,2,,,,,,,Professor,,,,,,,,,
Purdue University,Eugene Spafford,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Professor,,,,,,,,,
Purdue University,"George B. Adams, III",,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Professor of Practice,Joined department: Fall 2014,,,"Education
BS, Virginia Polytechnic Institute and State University, Electrical Engineering (1978) 
MS, Purdue University, Electrical Engineering (1980) 
PhD, Purdue University, Electrical Engineering (1984)",https://www.cs.purdue.edu/people/faculty/gba/,,,,
Purdue University,Gustavo Rodriguez-Rivera,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor of Practice,,,,,,,,,
Purdue University,H. E. Dunsmore,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor,Joined department: 1978,,,"Education
BS, University of Tennessee, Mathematics and Physics (1968) 
PhD, University of Maryland, Computer Science (1978)",https://www.cs.purdue.edu/people/faculty/bxd/,,,,
Purdue University,Hemanta Maji,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,,,,,
Purdue University,Hisham R. Benotman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor of Practice,,,,,https://www.cs.purdue.edu/people/faculty/hbenotma/,,,,
Purdue University,Jean Honorio,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,Assistant Professor of Statistics (courtesy),,,,https://www.cs.purdue.edu/people/faculty/jhonorio/,,,,
Purdue University,Jeffrey A. Turkstra,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor of Practice,,,,,,,,,
Purdue University,Jennifer Neville,,University of Massachusetts - Amherst - USA,,Amherst - USA,1,,University of Massachusetts - Amherst - USA,,Amherst - USA,1,,University of Massachusetts - Amherst - USA,,Amherst - USA,1,,,,,0,2006,Data Mining,,,2,,,,,,,Professor,,,,,,,,,
Purdue University,Jeremiah M. Blocki,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,Joined department: Fall 2016,,,"Education
PhD, Carnegie Mellon University, Computer Science (2014) 
BS, Carnegie Mellon University, Computer Science (2009)",https://www.cs.purdue.edu/people/faculty/jblocki/,,,,
Purdue University,Jianguo Wang,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor (Spring 2021),,,,,,,,,
Purdue University,Jianzhu Ma,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,,,,,
Purdue University,Kamyar Azizzadenesheli,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,Joined department: Fall 2020,,,,https://www.cs.purdue.edu/people/faculty/kamyar/,,,,
Purdue University,Kent Quanrud,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,,,,,
Purdue University,Kihong Park,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor,,,,,,,,,
Purdue University,Lin Tan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor,,,,,,,,,
Purdue University,Majid Kazemian,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,Assistant Professor of Biochemisty,,,"Education
PhD, University of Illinois at Urbana-Champaign, Computer Science (2012) 
Postdoctoral researcher, National Institutes of Health, Computational Biology/Immunology (2016)",https://www.cs.purdue.edu/people/faculty/kazemian/,,,,
Purdue University,Mikhail Atallah,,American University - Beirut - Lebanon,,Beirut - Lebanon,0,,Johns Hopkins University - USA,Maryland,USA,1,,Johns Hopkins University - USA,Maryland,USA,1,,,,,0,1982,Security & Privacy,,,2,,,,,,,Distinguished Professor,Joined department: Fall 1982,,,"Education
PhD, The Johns Hopkins University, Electrical Engineering and Computer Science (1982) 
MS, The Johns Hopkins University, Electrical Engineering and Computer Science (1980) 
BE, American University in Beirut, Electrical Engineering (1975)",https://www.cs.purdue.edu/people/faculty/matallah/,,,,
Purdue University,Ming Yin,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,,,,,
Purdue University,Ninghui Li,,University of Science and Technology of China - China,,China,0,,New York University - USA,NY,USA,1,,New York University - USA,NY,USA,1,,,,,0,2003,Security & Privacy,,,2,,,,,,,Professor,Joined department: 2003,,,"Education
PhD, New York University, Computer Science (2000) 
MS, New York University, Computer Science (1998) 
BS, University of Science and Technology of China, Computer Science (1993)",https://www.cs.purdue.edu/people/faculty/ninghui/,,,,
Purdue University,Pan Li,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,https://www.cs.purdue.edu/people/faculty/panli/,,,,
Purdue University,Patrick Wolfe,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Frederick L. Hovde Dean of Science; Miller Family Professor of Statistics and Computer Science,,,,,,,,,
Purdue University,Pedro Fonseca,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,Joined department: Fall 2018,,,,https://www.cs.purdue.edu/people/faculty/pfonseca/,,,,
Purdue University,Petros S. Drineas,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Professor,Joined department: Fall 2016,,,,https://www.cs.purdue.edu/people/faculty/pdrineas/,,,,
Purdue University,Roopsha Samanta,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,,,,,
Purdue University,Saugata Basu,,Indian Institute of Technology - Kharagpur - India,,Kharagpur - India,0,,,,,0,,New York University - USA,,USA,1,,,,,0,2008,Scientific Computing,,,2,,,,,,,Professor,Professor of Computer Science,,,"PhD, Courant Institute, New York University, (1996); BTech, Indian Institute of Technology, Computer Science and Engineering (1991)",https://www.cs.purdue.edu/people/faculty/sbasu/,,,,
Purdue University,Simina Branzei,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,Joined department: Spring 2018,,,,https://www.cs.purdue.edu/people/faculty/simina/,,,,
Purdue University,Sonia Fahmy,,American University - Cairo - Egypt,,Cairo - Egypt,0,,Ohio State University - USA,,USA,1,,Ohio State University - USA,,USA,1,,,,,0,1999,Networks & Communications,,,2,,,,,,,Professor,Joined department: 1999,,,"Education
PhD, The Ohio State University, Computer and Information Science (1999)",https://www.cs.purdue.edu/people/faculty/fahmy/,,,,
Purdue University,Sunil Prabhakar,,Indian Institute of Technology - Delhi - India,,Delhi - India,0,,University of California - Santa Barbara - USA,,Santa Barbara - USA,1,,University of California - Santa Barbara - USA,,Santa Barbara - USA,1,,,,,0,1998,Databases,5,,2,,,,,,,Department Head and Professor of Computer Science,,,,,,,,,
Purdue University,Suresh Jagannathan,,State University of New York - Stony Brook - USA,,Stony Brook - USA,0,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2002,Programming Languages,,,2,,,,,,,Samuel D. Conte Professor of Computer Science,Professor of Electrical and Computer Engineering (courtesy),,,"Education
BS, State University of New York at Stony Brook, Computer Science (1982) 
MS, Massachusetts Institute of Technology, Electrical Engineering and Computer Science (1985) 
PhD, Massachusetts Institute of Technology, Electrical Engineering and Computer Science (1989)",https://www.cs.purdue.edu/people/faculty/sjaganna/,,,,
Purdue University,Susanne E. Hambrusch,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Professor,Joined department: Fall 1982,,,"Education
MS, Technical University of Vienna, Computer Science (1977) 
PhD, The Pennsylvania State University, Computer Science (1982)",https://www.cs.purdue.edu/people/faculty/seh/,,,,
Purdue University,Tamal Krishna Dey,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Professor,Joined department: Fall 2020,,,"Education
Post-doctorate, University of Illinois, Urbana-Champaign, Computer Science (1992) 
PhD, Purdue University, Computer Science (1991) 
Masters, Indian Institute of Science, Computer Science (1987) 
Bachelor of Engineering, Jadavpur University, Electronics & Telecommunications (1985)",https://www.cs.purdue.edu/people/faculty/tamaldey/,,,,
Purdue University,Tiark Rompf,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor,,,,,,,,,
Purdue University,Tony Bergstrom,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor of Practice,Joined department: Spring 2019,,,"Education
PhD, University of Illinois at Urbana-Champaign, Computer Science (2011) 
MS, University of Illinois at Urbana-Champaign, Computer Science (2006) 
BS, Rose-Hulman Institute of Technology, Computer Science and Mathematics (2004)",https://www.cs.purdue.edu/people/faculty/bgstm/,,,,
Purdue University,Vassilis Zikas,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor (Spring 2021),,,,,,,,,
Purdue University,Vernon Rego,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Professor,,,,,,,,,
Purdue University,Voicu Popescu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Associate Professor,,,,,,,,,
Purdue University,Walid G. Aref,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Professor,Joined department: Fall 1999,,,"Education
BSc, Alexandria University, Egypt, Computer Science (1983) 
MSc, Alexandria University, Egypt, Computer Science (1986) 
PhD, University of Maryland at College Park, Computer Science (1993)",https://www.cs.purdue.edu/people/faculty/aref/,,,,
Purdue University,Wojciech Szpankowski,,,,,0,,Gda_sk University of Technology - Poland,,Poland,0,,Gda_sk University of Technology - Poland,,Poland,0,,,,,0,1985,Bioinformatics & Computational Biology,,,2,,,,,,,Saul Rosen Distinguished Professor of Computer Science,,,,,,,,,
Purdue University,Xavier Tricoche,,École Nationale Supérieure d'Informatique et de Mathématiques Appliquées de Grenoble - France,,France,0,,Université Joseph Fourier - France,,France,0,,University of Kaiserslautern - Germany,,Germany,0,,University of Utah - USA,Utah,USA,1,2007,Graphics,,,2,,,,,,,Associate Professor,,,,,,,,,
Purdue University,Xiangyu Zhang,,University of Science and Technology of China - China,,China,0,,University of Science and Technology of China - China,,China,0,,University of Arizona - USA,,USA,1,,,,,0,2006,Software Engineering,7,,2,,,,,,,Professor,,,,,,,,,
Purdue University,Yexiang Xue,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,Assistant Professor,,,,,,,,,
Purdue University,Zhiyuan Li,,Xiamen University - China,,China,0,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,,,,0,1997,Distributed & Parallel Computing,,,2,,,,,,,Professor,Professor of Electrical and Computer Engineering (courtesy),,,"Education
BS, Xiamen University, Mathematics (1982) 
MS, University of Illinois at Urbana-Champaign, Computer Sciences (1985) 
PhD, University of Illinois at Urbana-Champaign, Computer Sciences (1989)",https://www.cs.purdue.edu/people/faculty/ci/,,,,
Rice University,Anastasios Kyrillidis,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,Anshumali Shrivastava,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,Dan S. Wallach,,University of California - Berkeley - USA,,Berkeley - USA,1,,Princeton University - USA,NJ,USA,1,,Princeton University - USA,NJ,USA,1,,,,,0,,Security & Privacy,,,3,,,,,,,,,,,,,,,,
Rice University,Devika Subramanian,,Indian Institute of Technology - Kharagpur - India,,Kharagpur - India,0,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,,,,0,2003,Machine Learning & Pattern Recognition,,,3,,,,,,,,,,,,,,,,
Rice University,Janell Straach,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,Joe D. Warren,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,John Mellor-Crummey,,Princeton University - USA,NJ,USA,1,,University of Rochester - USA,NY,USA,1,,University of Rochester - USA,NY,USA,1,,,,,0,,Scientific Computing,,,3,,,,,,,,,,,,,,,,
Rice University,Konstantinos Mamouras,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,Krishna V. Palem,,,,,0,,University of Texas - Austin - USA,,Austin - USA,1,,University of Texas - Austin - USA,,Austin - USA,1,,,,,0,2007,Real-Time & Embedded Systems,,,3,,,,,,,,,,,,,,,,
Rice University,Marmar Orooji,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,Mike Burke,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,Moshe Y. Vardi,,Bar-Ilan University - Israel,,Ilan University - Israel,0,,Weizmann Institute of Science - Israel,,Israel,0,,Hebrew University of Jerusalem - Israel,,Israel,0,,,,,0,1993,Algorithms & Theory,2,,3,,,,,,,,,,,,,,,,
Rice University,Rebecca Smith,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,Risa Myers,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,Scott Rixner,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2004,Operating Systems,,,3,,,,,,,,,,,,,,,,
Rice University,Stephen Wong,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,T. S. Eugene Ng,,University of Washington - USA,WA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,,,,0,,Networks & Communications,,,3,,,,,,,,,,,,,,,,
Rice University,Todd Treangen,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,Vaibhav Unhelkar,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
Rice University,Vicky Yao,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,,,,,,,,
University of Massachusetts - Amherst,Adam O'Neill,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,"Adam O'Neill is an Assistant Professor in the in the College of Information and Computer Sciences at University of Massachusetts Amherst. Previously, he was an Assistant Professor the Computer Science department at Georgetown University. He also held a visiting faculty position in the Cryptographic Technology Group at the National Institute of Standards and Technology. He received a Ph.D. in Computer Science from the Georgia Institute of Technology under Alexandra Boldyreva.","Professor O'Neill's research runs along two main threads. First, he studies the practice-oriented theory of outsourced database protocols, which allow a client to store its database on an untrusted server while simultaneously hiding as much information about the data as possible for the server and allowing the client to make queries. This is novel as for efficiency some information about the data has to be revealed to the server. Second, he studies the design and analysis of deployable or deployed protocols in the ``random oracle model,'' which models a cryptographic hash function as a truly random function.",Position:; Assistant Professor,https://www.cics.umass.edu/people/oneill-adam,,,,,,
University of Massachusetts - Amherst,Adam Saunders,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,Position:; Software Engineer,https://www.cics.umass.edu/people/saunders-adam,,,,,,
University of Massachusetts - Amherst,Alexander Taubman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,,,,,,,,,Position:; Technical Assistant,https://www.cics.umass.edu/people/taubman-alexander,,,,,,
University of Massachusetts - Amherst,Alexandra Meliou,,National Technical University of Athens - Greece,,Greece,0,,University of California - Berkeley - USA,,Berkeley - USA,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,University of Washington - USA,WA,USA,1,2012,Databases,5,,3,,,,,,,"Ph.D., Computer Science, University of California, Berkeley (2009); M.S., Computer Science, University of California, Berkeley (2005); B.S., Electrical and Computer Engineering, National Technical University of Athens (2003). Professor Meliou joined the College of Information and Computer Sciences at the University of Massachusetts Amherst as an Assistant Professor in Fall 2012. Prior to this, she spent three years as a postdoctoral researcher at the University of Washington.","Professor Meliou's research interests are in the area of data and information management, with an emphasis on the challenges of dealing with imperfect data, such as data with errors, skews, and biases. Her work offers crucial insights into data quality issues, through frameworks that diagnose the causes of errors and identify repairs in the processes that produce the data. Her research promotes users' trust in both data and systems through support for understanding and explanations. An overarching goal of her work is to augment data management with user-facing functionality that helps people make sense of their data and use it effectively.",Position:; Associate Professor,https://www.cics.umass.edu/faculty/directory/alexandra_meliou,,,,,,
