University,Faculty name,Year of BS,University BS,State BS,Country BS,Category US BS,Year of MS,University MS,State MS,Country MS,Category US MS,Year of Phd,University Phd,State Phd,Country Phd,Category US Phd,Year of PostDoc,University PostDoc,State PostDoc,Country PostDoc,Category US PstDoc,Year Asst. Prof,Area,Category Area,University Asst. Prof,Category University (Rank),Citation,,,,,,RAW Data,RAW Data,RAW Data,RAW Data,RAW Data,,,,,
University of Michigan,Stephane Lafortune,,École Polytechnique - France,,France,0,,McGill University - Montreal - Canada,,Montreal - Canada,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,1986,Networks & Communications,,,2,,,,,,,,,,,,,,,,
University of Michigan,Nikola Banovic,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,Marcus Darden,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,Roya Ensafi,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,Hector Garcia-Ramirez,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,H.V. Jagadish,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,Amir Kamil,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,Harsha Madhyastha,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,David Robert Paoletti,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,Sara Rampazzi,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,Ilya Volkovich,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Michigan,Austin Yarger,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Augustin Chaintreau,,École Normale Supérieure - France,,France,0,,Universite Pierre et Marie Curie - France,,France,0,,École Normale Supérieure - France,,France,0,,,,,0,2010,Networks & Communications,,,2,,,,,,,,,,,,,,,,
Columbia University,Changxi Zheng,,Shanghai Jiao Tong University - Shanghai - China,,Shanghai - China,0,,,,,0,,Cornell University - USA,,USA,1,,,,,0,2013,Graphics,,,2,,,,,,,,,,,,,,,,
Columbia University,Clifford Stein,,Princeton University - USA,NJ,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2001,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
Columbia University,Dan Rubenstein,,Massachusetts Institute of Technology - USA,MA,USA,1,,University of California - Los Angeles - USA,,Los Angeles - USA,0,,University of Massachusetts - Amherst - USA,,Amherst - USA,1,,,,,0,,Networks & Communications,,,2,,,,,,,,,,,,,,,,
Columbia University,Daniel J Hsu,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,,University of California - San Diego - USA,,San Diego - USA,1,,Microsoft Research - USA,,USA,1,2013,Machine Learning & Pattern Recognition,,,2,,,,,,,,,,,,,,,,
Columbia University,Itsik G Pe'er,,Tel Aviv University - Israel,,Israel,0,,Tel Aviv University - Israel,,Israel,0,,Tel Aviv University - Israel,,Israel,0,,,,,0,2011,Bioinformatics & Computational Biology,,,2,,,,,,,,,,,,,,,,
Columbia University,Jason Nieh,,Massachusetts Institute of Technology - USA,MA,USA,1,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,,,,0,1999,Operating Systems,,,2,,,,,,,,,,,,,,,,
Columbia University,Junfeng Yang,,Tsinghua University - Beijing - China,,Beijing - China,0,,,,,0,,Stanford University - USA,,USA,1,,,,,0,,Operating Systems,,,2,,,,,,,,,,,,,,,,
Columbia University,Kathleen McKeown,,Brown University - USA,Rhode Island,USA,1,,University of Pennsylvania - USA,Pennsylvania,USA,1,,University of Pennsylvania - USA,Pennsylvania,USA,1,,,,,0,1982,Natural Language & Speech,6,,2,,,,,,,,,,,,,,,,
Columbia University,Luca Carloni,,University of Bologna - Italy,,Italy,0,,University of California - Berkeley - USA,,Berkeley - USA,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,2004,Hardware & Architecture,,,2,,,,,,,,,,,,,,,,
Columbia University,Luis Gravano,,Escuela Superior Latinoamericana de Informatica - Argentina,,Argentina,0,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,,,,0,1997,Databases,5,,2,,,,,,,,,,,,,,,,
Columbia University,Michael Collins,,,,,0,,,,,0,,University of Pennsylvania - USA,,USA,1,,,,,0,2011,Natural Language & Speech,6,,2,,,,,,,,,,,,,,,,
Columbia University,Mihalis Yannakakis,,National Technical University of Athens - Greece,,Greece,0,,,,,0,,Princeton University - USA,,USA,1,,,,,0,2004,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
Columbia University,Rocco A. Servedio,,Harvard University - USA,MA,USA,1,,Harvard University - USA,MA,USA,1,,Harvard University - USA,MA,USA,1,,Harvard University - USA,MA,USA,1,,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
Columbia University,Roxana Geambasu,,Polytechnic University of Bucharest - Romania,,Romania,0,,,,,0,,University of Washington - USA,,USA,1,,,,,0,2011,Distributed & Parallel Computing,,,2,,,,,,,,,,,,,,,,
Columbia University,Shih-Fu Chang,,National Taiwan University - Taipei - Taiwan,,Taipei - Taiwan,0,,University of California - Berkeley - USA,,Berkeley - USA,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,1993,Multimedia,,,2,,,,,,,,,,,,,,,,
Columbia University,Simha Sethumadhavan,,,,,0,,University of Texas - Austin - USA,,Austin - USA,1,,University of Texas - Austin - USA,,Austin - USA,1,,,,,0,2008,Hardware & Architecture,,,2,,,,,,,,,,,,,,,,
Columbia University,Stephen A. Edwards,,California Institute of Technology - USA,CA,USA,1,,University of California - Berkeley - USA,,Berkeley - USA,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,2001,Programming Languages,,,2,,,,,,,,,,,,,,,,
Columbia University,Steven M. Bellovin,,Columbia University - USA,NY,USA,1,,University of North Carolina - Chapel Hill - USA,,Chapel Hill - USA,1,,University of North Carolina - Chapel Hill - USA,,Chapel Hill - USA,1,,,,,0,2005,Security & Privacy,,,2,,,,,,,,,,,,,,,,
Columbia University,Vishal Misra,,Indian Institute of Technology - Bombay - India,,Bombay - India,0,,University of Massachusetts - Amherst - USA,,Amherst - USA,1,,University of Massachusetts - Amherst - USA,,Amherst - USA,1,,University of Massachusetts - Amherst - USA,MA,Amherst - USA,1,2001,Networks & Communications,,,2,,,,,,,,,,,,,,,,
Columbia University,Vladimir Vapnik,,,,,0,,National University of Uzbekistan - Uzbekistan,,Uzbekistan,0,,Institute of Control Sciences - Russia,,Russia,0,,,,,0,2003,Machine Learning & Pattern Recognition,,,2,,,,,,,,,,,,,,,,
Columbia University,Xi Chen,,Tsinghua University - Beijing - China,,Beijing - China,0,,,,,0,,Tsinghua University - Beijing - China,,Beijing - China,0,,Princeton University - USA,NJ,USA,1,2011,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
Columbia University,Peter Kirby Allen,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Alexandr Andoni,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Elias Bareinboim,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Daniel Bauer,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Peter N Belhumeur,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Paul S Blaer,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,David Blei,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Adam H Cannon,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Lydia B Chilton,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Tony Dear,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Eleni Drinea,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Steven K Feiner,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Ronghui Gu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Julia B. Hirschberg,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Suman Jana,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Gail E Kaiser,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,John R Kender,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Martha A Kim,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,David Knowles,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Jae Woo Lee,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Tal G Malkin,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Shree K Nayar,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Christos H Papadimitriou,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Baishakhi Ray,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Kenneth A Ross,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Tim Roughgarden,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Ansaf Salleb-Aouissi,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Henning G Schulzrinne,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Brian A Smith,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Shuran Song,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Salvatore J Stolfo,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Bjarne Stroustrup,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Nakul Verma,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Carl Vondrick,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Omri Weinstein,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Jeannette M Wing,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Eugene Wu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
Columbia University,Zhou Yu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Adnan Darwiche,,,,,0,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,,,,0,,Artificial Intelligence,1,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Eleazar Eskin,,University of Chicago - USA,Chicago,USA,1,,Columbia University - USA,NY,USA,1,,Columbia University - USA,NY,USA,1,,,,,0,2006,Bioinformatics & Computational Biology,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Eliezer Gafni,,Technion-Israel Institute of Technology - Israel,,Israel Institute of Technology - Israel,0,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,Massachusetts Institute of Technology - USA,,USA,1,,,,,0,1982,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Jason (Jingsheng) Cong,,Peking University - Beijing - China,,Beijing - China,0,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,,,,0,1990,Hardware & Architecture,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Junghoo (John) Cho,,Seoul National University - Seoul - Korea,,Seoul - Korea,0,,,,,0,,Stanford University - USA,,USA,1,,,,,0,,World Wide Web,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Richard Korf,,Massachusetts Institute of Technology - USA,MA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,,,,0,1985,Artificial Intelligence,1,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Omid Abari,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Kai-Wei Chang,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Joseph DiStefano,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Paul Eggert,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Quanquan Gu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Eran Halperin,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Cho-Jui Hsieh,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Miryung Kim,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Songwu Lu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Raghu Meka,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Todd Millstein,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Baharan Mirzasoleiman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Ravi Netravali,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Tony Nowatzki,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Rafail Ostrovsky,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Jens Palsberg,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Nanyun Peng,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Miodrag Potkonjak,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Glenn Reinman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Amit Sahai,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Sriram Sankararaman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Majid Sarrafzadeh,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Alexander Sherstov,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,David Smallberg,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Stefano Soatto,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Yizhou Sun,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Yuval Tamir,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Demetri Terzopoulos,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Guy Van den Broeck,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,George Varghese,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Wei Wang,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Harry Xu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of California - Los Angeles,Lixia Zhang,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Aditya Akella,,Indian Institute of Technology - Madras - India,,Madras - India,0,,,,,0,,Carnegie Mellon University - USA,,USA,1,,,,,0,2006,Networks & Communications,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Amos Ron,,Tel Aviv University - Israel,,Israel,0,,Tel Aviv University - Israel,,Israel,0,,Tel Aviv University - Israel,,Israel,0,,,,,0,1990,Scientific Computing,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Andrea Arpaci-Dusseau,,Carnegie Mellon University - USA,PA,USA,1,,University of California - Berkeley - USA,,Berkeley - USA,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,2000,Operating Systems,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Anhai Doan,,University of Debrecen - Hungary,,Hungary,0,,University of Wisconsin - Milwaukee - USA,,Milwaukee - USA,1,,University of Washington - USA,,USA,1,,,,,0,2006,Databases,5,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Barton Miller,,University of California - San Diego - USA,,San Diego - USA,0,,,,,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,1984,Operating Systems,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Bilge Mutlu,,Middle East Technical University - Ankara - Turkey,,Ankara - Turkey,0,,Carnegie Mellon University - USA,PA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,,,,0,2009,Human-Computer Interaction,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Charles Dyer,,Stanford University - USA,CA,USA,1,,University of California - Los Angeles - USA,,Los Angeles - USA,0,,University of Maryland - College Park - USA,,College Park - USA,1,,,,,0,1982,Computer Vision,3,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,David Wood,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,1990,Hardware & Architecture,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Deborah Joseph,,,,,0,,,,,0,,Purdue University - USA,,USA,1,,,,,0,,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Dieter van Melkebeek,,Catholic University of Leuven - Belgium,,Belgium,0,,Catholic University of Leuven - Belgium,,Belgium,0,,University of Chicago - USA,,USA,1,,Princeton University - USA,NJ,USA,1,2001,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Eftychios Sifakis,,University of Crete - Greece,,Greece,0,,,,,0,,Stanford University - USA,,USA,1,,University of California - Los Angeles - USA,CA,Los Angeles - USA,1,2011,Graphics,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Eric Bach,,Aarhus University - Denmark,,Denmark,0,,Aarhus University - Denmark,,Denmark,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,1984,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Gurindar Sohi,,Birla Institute of Technology and Science - Pilani - India,,Pilani - India,0,,,,,0,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,,,,0,1985,Hardware & Architecture,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Jeffrey Naughton,,University of Wisconsin - Madison - USA,,Madison - USA,0,,,,,0,,Stanford University - USA,,USA,1,,,,,0,1990,Databases,5,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Jerry Zhu,,Shanghai Jiao Tong University - Shanghai - China,,Shanghai - China,0,,Carnegie Mellon University - USA,PA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,,,,0,2011,Machine Learning & Pattern Recognition,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Jignesh Patel,,,,,0,,,,,0,,University of Wisconsin - Madison - USA,,Madison - USA,1,,,,,0,2008,Databases,5,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Jin-Yi Cai,,Fudan University - Shanghai - China,,Shanghai - China,0,,Cornell University - USA,NY,USA,1,,Cornell University - USA,NY,USA,1,,,,,0,2002,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Jude Shavlik,,Massachusetts Institute of Technology - USA,MA,USA,1,,Yale University - USA,Connecticut,USA,1,,University of Illinois at Urbana-Champaign - USA,Chicago,Champaign - USA,1,,,,,0,1988,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Karthikeyan Sankaralingam,,Indian Institute of Technology - Madras - India,,Madras - India,0,,University of Texas - Austin - USA,,Austin - USA,1,,University of Texas - Austin - USA,,Austin - USA,1,,,,,0,2006,Hardware & Architecture,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Mark D. Hill,,University of Michigan - USA,Michigan,USA,1,,University of California - Berkeley - USA,,Berkeley - USA,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,1988,Hardware & Architecture,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Michael Ferris,,Churchill College - Cambridge - United Kingdom,,Cambridge - United Kingdom,0,,Churchill College - Cambridge - United Kingdom,,Cambridge - United Kingdom,0,,Churchill College - Cambridge - United Kingdom,,Cambridge - United Kingdom,0,,,,,0,1988,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Michael Gleicher,,Duke University - USA,NC,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,,,,0,1998,Graphics,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Michael Swift,,University of Washington - USA,WA,USA,1,,University of Washington - USA,WA,USA,1,,University of Washington - USA,WA,USA,1,,,,,0,2006,Operating Systems,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Miron Livny,,Hebrew University of Jerusalem - Israel,,Israel,0,,Weizmann Institute of Science - Israel,,Israel,0,,Weizmann Institute of Science - Israel,,Israel,0,,,,,0,1983,Distributed & Parallel Computing,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Paul Barford,,University of Illinois at Urbana-Champaign - USA,,Champaign - USA,1,,,,,0,,Boston University - USA,,USA,1,,,,,0,2001,Networks & Communications,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Remzi Arpaci-Dusseau,,University of Michigan - USA,Michigan,USA,1,,University of California - Berkeley - USA,,Berkeley - USA,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,2000,Operating Systems,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Shuchi Chawla,,Indian Institute of Technology - Delhi - India,,Delhi - India,0,,,,,0,,Carnegie Mellon University - USA,,USA,1,,Stanford University - USA,CA,USA,1,2006,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Somesh Jha,,Indian Institute of Technology - Delhi - India,,Delhi - India,0,,Pennsylvania State University - USA,Pennsylvania,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,,,,0,2000,Security & Privacy,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Stephen Wright,,,,,0,,,,,0,,University of Queensland - Australia,,Australia,0,,,,,0,2001,Algorithms & Theory,2,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Suman Banerjee,,Indian Institute of Technology - Kanpur - India,,Kanpur - India,0,,University of Maryland - College Park - USA,,College Park - USA,1,,University of Maryland - College Park - USA,,College Park - USA,1,,,,,0,2003,Networks & Communications,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Thomas Reps,,Harvard University - USA,MA,USA,1,,Cornell University - USA,NY,USA,1,,Cornell University - USA,NY,USA,1,,,,,0,1985,Programming Languages,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Aws Albarghouthi,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Joseph Austerweil,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Mouna Ayari Ben Hadj Kacem,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Matthew Berland,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Nigel Boston,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Amanda Captain,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Tyler Caraza-Harter,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Rahul Chatterjee,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Mark Craven,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Loris D'Antoni,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Gary Dahl,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Carl de Boor,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Alberto Del Pia,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Deb Deppeler,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,Colin Dewey,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
University of Wisconsin - Madison,David DeWitt,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,,,,,,
